grid,task,model,model_full,k,variant,retriever,n,n_items,n_parsed,parse_failures,parse_failure_rate,headline_metric,headline_value,accuracy,macro_f1,mean_effective_k,mean_prompt_chars,mean_input_tokens,mean_output_tokens,accuracy_lo,accuracy_hi,accuracy_se,macro_f1_lo,macro_f1_hi,macro_f1_se,mae,rmse,mae_lo,mae_hi,mae_se,rmse_lo,rmse_hi,rmse_se,rouge_1,rouge_L,rouge_1_lo,rouge_1_hi,rouge_1_se,rouge_L_lo,rouge_L_hi,rouge_L_se
A,LaMP-5,opus,claude-opus-4-5-20251101,4,direct,bm25,99,99,99,0,0.0,rouge_1,0.45812120613723256,,,4.0,5653.343434343435,4642.969696969697,11.94949494949495,,,,,,,,,,,,,,,0.45812120613723256,0.42738377066717675,0.4115216236620347,0.5050878570482499,0.023624044511055722,0.3813512150848327,0.4743858726867753,0.02351022562784228
A,LaMP-5,opus,claude-opus-4-5-20251101,8,direct,bm25,99,99,99,0,0.0,rouge_1,0.44847440861841836,,,8.0,9776.373737373737,5485.555555555556,11.93939393939394,,,,,,,,,,,,,,,0.44847440861841836,0.41391049428623305,0.39758380459349124,0.4962893153879059,0.025186061481842152,0.3645238388059595,0.4620514067623904,0.02484467976200242
A,LaMP-5,opus,claude-opus-4-5-20251101,16,direct,bm25,99,99,99,0,0.0,rouge_1,0.43207151302214863,,,16.0,18009.616161616163,7138.323232323232,11.97979797979798,,,,,,,,,,,,,,,0.43207151302214863,0.40445970613226684,0.3840046157751036,0.48213018321565076,0.025074764499164594,0.3561883567806211,0.45492033249681246,0.0251518176412614
A,LaMP-5,opus,claude-opus-4-5-20251101,32,direct,bm25,99,99,99,0,0.0,rouge_1,0.43956228345289233,,,32.0,34390.28282828283,10437.262626262625,11.97979797979798,,,,,,,,,,,,,,,0.43956228345289233,0.4090692403606372,0.3933163928643101,0.48702820788888906,0.023600461812638817,0.36290906015035856,0.45812226655327554,0.02441006765314991
A,LaMP-5,sonnet,claude-sonnet-4-5-20250929,0,direct,bm25,99,99,99,0,0.0,rouge_1,0.4268326022964886,,,0.0,1550.3131313131314,316.85858585858585,11.98989898989899,,,,,,,,,,,,,,,0.4268326022964886,0.3984046365476428,0.3800845890945985,0.4709170415771364,0.022801429847763253,0.3541959908972783,0.4419007412803327,0.02232059469519883
A,LaMP-5,sonnet,claude-sonnet-4-5-20250929,1,direct,bm25,99,99,99,0,0.0,rouge_1,0.4328628616908848,,,1.0,2595.3333333333335,535.4242424242424,11.88888888888889,,,,,,,,,,,,,,,0.4328628616908848,0.3947359011303068,0.3879703190486942,0.4782729789455581,0.022903661807466995,0.3503098477388873,0.4413837446591057,0.022799082929887523
A,LaMP-5,sonnet,claude-sonnet-4-5-20250929,2,direct,bm25,99,99,99,0,0.0,rouge_1,0.44960625106274626,,,2.0,3623.686868686869,744.3434343434343,11.97979797979798,,,,,,,,,,,,,,,0.44960625106274626,0.41692720266709576,0.4029915525631577,0.49608988702225687,0.023980967889216935,0.36921310282899494,0.4630356951252719,0.024202174800787978
A,LaMP-5,sonnet,claude-sonnet-4-5-20250929,4,direct,bm25,99,99,99,0,0.0,rouge_1,0.4773865034248584,,,4.0,5653.343434343435,1157.969696969697,11.97979797979798,,,,,,,,,,,,,,,0.4773865034248584,0.44394098808986,0.4280571286476365,0.5243181374806424,0.024146802727637234,0.39625076882921295,0.4917567435905113,0.024537443615892194
A,LaMP-5,sonnet,claude-sonnet-4-5-20250929,8,direct,bm25,99,99,99,0,0.0,rouge_1,0.4449250216565039,,,8.0,9776.373737373737,2000.5555555555557,11.98989898989899,,,,,,,,,,,,,,,0.4449250216565039,0.40776271006633585,0.39462700549623475,0.49245790325184086,0.024497007534197025,0.3572027829350417,0.45611569291672854,0.024727918827429106
A,LaMP-5,sonnet,claude-sonnet-4-5-20250929,16,direct,bm25,99,99,99,0,0.0,rouge_1,0.4546417763066481,,,16.0,18009.616161616163,3653.3232323232323,11.969696969696969,,,,,,,,,,,,,,,0.4546417763066481,0.42528346853981025,0.40622971274082137,0.5036721890244964,0.0252878450957282,0.3743634780714255,0.47317445802242586,0.025473973071670472
A,LaMP-5,sonnet,claude-sonnet-4-5-20250929,32,direct,bm25,98,98,98,0,0.0,rouge_1,0.4720922422581324,,,32.0,34334.80612244898,6908.744897959184,11.948979591836734,,,,,,,,,,,,,,,0.4720922422581324,0.4330976836929309,0.42312459304197153,0.519905851548894,0.024683027214323507,0.3850756776099561,0.4796776589558769,0.02468812056743258
R,LaMP-1,haiku,claude-haiku-4-5-20251001,1,direct,recency,99,99,97,2,0.020202020202020204,accuracy,0.5567010309278351,0.5567010309278351,0.5559459171723624,1.0,1957.8383838383838,3908.89898989899,6.121212121212121,0.4536082474226804,0.65625,0.05000765023082942,0.4498662386302836,0.6532019704433498,0.0500846845273498,,,,,,,,,,,,,,,,
R,LaMP-1,haiku,claude-haiku-4-5-20251001,2,direct,recency,99,99,99,0,0.0,accuracy,0.5252525252525253,0.5252525252525253,0.5235023041474655,2.0,2933.3838383838383,4109.727272727273,6.0,0.42424242424242425,0.6262626262626263,0.05016083706479145,0.4207975909380214,0.6163501381839194,0.050302677537708715,,,,,,,,,,,,,,,,
R,LaMP-1,haiku,claude-haiku-4-5-20251001,4,direct,recency,99,99,99,0,0.0,accuracy,0.5454545454545454,0.5454545454545454,0.5447112927950946,4.0,4892.050505050505,4507.393939393939,6.0,0.4444444444444444,0.6464646464646465,0.05074977117766904,0.4387176579734048,0.6428203278012576,0.05087605592363854,,,,,,,,,,,,,,,,
R,LaMP-1,haiku,claude-haiku-4-5-20251001,8,direct,recency,99,99,99,0,0.0,accuracy,0.5454545454545454,0.5454545454545454,0.5437788018433178,8.0,8807.121212121212,5299.474747474747,6.0,0.4444444444444444,0.6464646464646465,0.05108320151948683,0.4387176579734048,0.6441409058231489,0.0512720722487655,,,,,,,,,,,,,,,,
R,LaMP-1,haiku,claude-haiku-4-5-20251001,16,direct,recency,99,99,98,1,0.010101010101010102,accuracy,0.5714285714285714,0.5714285714285714,0.568553459119497,16.0,16661.9797979798,6880.727272727273,6.0606060606060606,0.46938775510204084,0.6666666666666666,0.05099494483904042,0.464205515838372,0.6654548836858823,0.0512259386872299,,,,,,,,,,,,,,,,
R,LaMP-1,haiku,claude-haiku-4-5-20251001,32,direct,recency,99,99,93,6,0.06060606060606061,accuracy,0.6236559139784946,0.6236559139784946,0.6208503203261503,32.0,32351.353535353537,10058.626262626263,6.363636363636363,0.5208333333333334,0.7191343481937899,0.051443293860666976,0.5108083842567305,0.7138162062552198,0.05179954379598801,,,,,,,,,,,,,,,,
R,LaMP-2,haiku,claude-haiku-4-5-20251001,1,direct,recency,99,99,99,0,0.0,macro_f1,0.3363357358753778,0.46464646464646464,0.3363357358753778,1.0,1787.080808080808,3895.040404040404,4.96969696969697,0.36363636363636365,0.5656565656565656,0.05096114340823823,0.23454984404071627,0.4068168235107259,0.044749115896486155,,,,,,,,,,,,,,,,
R,LaMP-2,haiku,claude-haiku-4-5-20251001,2,direct,recency,99,99,99,0,0.0,macro_f1,0.34309552103669755,0.46464646464646464,0.34309552103669755,2.0,2109.2727272727275,3971.3030303030305,4.98989898989899,0.37348484848484853,0.5656565656565656,0.0515509620897881,0.2394484236380521,0.41824969962121655,0.0463682932978097,,,,,,,,,,,,,,,,
R,LaMP-2,haiku,claude-haiku-4-5-20251001,4,direct,recency,99,99,99,0,0.0,macro_f1,0.33388219641540323,0.45454545454545453,0.33388219641540323,4.0,2815.4242424242425,4140.353535353535,5.01010101010101,0.36363636363636365,0.5555555555555556,0.05072289967625157,0.2311108609096414,0.4048741211130916,0.04581803909086646,,,,,,,,,,,,,,,,
R,LaMP-2,haiku,claude-haiku-4-5-20251001,8,direct,recency,99,99,99,0,0.0,macro_f1,0.392112277700513,0.47474747474747475,0.392112277700513,7.838383838383838,4089.808080808081,4443.838383838384,4.98989898989899,0.37373737373737376,0.5757575757575758,0.05052665668886414,0.26961598518407076,0.46680661065349544,0.05197668760414686,,,,,,,,,,,,,,,,
R,LaMP-2,haiku,claude-haiku-4-5-20251001,16,direct,recency,99,99,99,0,0.0,macro_f1,0.3613878713878714,0.494949494949495,0.3613878713878714,13.858585858585858,6063.313131313132,4913.616161616162,4.96969696969697,0.3939393939393939,0.5959595959595959,0.0506399477393172,0.2598466669496081,0.4311459520612621,0.04463600628863789,,,,,,,,,,,,,,,,
R,LaMP-2,haiku,claude-haiku-4-5-20251001,32,direct,recency,99,99,99,0,0.0,macro_f1,0.39162057985587395,0.5050505050505051,0.39162057985587395,22.11111111111111,8792.343434343435,5567.20202020202,5.0,0.41414141414141414,0.6060606060606061,0.04905457781424716,0.2789566765164084,0.46641739270325844,0.048855706285567145,,,,,,,,,,,,,,,,
C,LaMP-1,haiku,claude-haiku-4-5-20251001,0,cot,bm25,99,99,99,0,0.0,accuracy,0.40404040404040403,0.40404040404040403,0.40306591722023505,0.0,1039.4343434343434,3718.161616161616,319.83838383838383,0.31313131313131315,0.494949494949495,0.04812678227610452,0.3074074074074074,0.493657937806874,0.048188655040073414,,,,,,,,,,,,,,,,
C,LaMP-1,haiku,claude-haiku-4-5-20251001,4,cot,bm25,99,99,98,1,0.010101010101010102,accuracy,0.5714285714285714,0.5714285714285714,0.5596919127086007,4.0,5200.181818181818,4580.242424242424,381.3636363636364,0.47474747474747475,0.673469387755102,0.05071639860556753,0.4587860856268443,0.658976428140606,0.05124348420328634,,,,,,,,,,,,,,,,
C,LaMP-1,haiku,claude-haiku-4-5-20251001,32,cot,bm25,99,99,97,2,0.020202020202020204,accuracy,0.5876288659793815,0.5876288659793815,0.567350579839429,32.0,33943.07070707071,10450.181818181818,397.5353535353535,0.4897959183673469,0.6875,0.0505226766104051,0.4674509803921569,0.6680174045902945,0.05153439909711353,,,,,,,,,,,,,,,,
C,LaMP-2,haiku,claude-haiku-4-5-20251001,0,cot,bm25,99,99,99,0,0.0,macro_f1,0.33843707977608906,0.45454545454545453,0.33843707977608906,0.0,1470.5353535353536,3816.6969696969695,256.4040404040404,0.35353535353535354,0.5555555555555556,0.0502108588740521,0.23665450115186956,0.4090392561686679,0.04443512278405115,,,,,,,,,,,,,,,,
C,LaMP-2,haiku,claude-haiku-4-5-20251001,4,cot,bm25,60,60,60,0,0.0,macro_f1,0.4122250951662716,0.55,0.4122250951662716,4.0,2919.0,4167.616666666667,333.21666666666664,0.4166666666666667,0.6833333333333333,0.06476242321539832,0.28308235383467584,0.4881895424836601,0.05193231781703017,,,,,,,,,,,,,,,,
C,LaMP-2,haiku,claude-haiku-4-5-20251001,32,cot,bm25,99,99,99,0,0.0,macro_f1,0.32211299534898863,0.3838383838383838,0.32211299534898863,22.11111111111111,9021.191919191919,5631.363636363636,375.34343434343435,0.29292929292929293,0.47499999999999865,0.048611812050127934,0.2158573450113698,0.39519498014169063,0.04475628730945374,,,,,,,,,,,,,,,,
C,LaMP-3,haiku,claude-haiku-4-5-20251001,0,cot,bm25,60,60,60,0,0.0,mae,0.35,0.6666666666666666,,0.0,1523.5333333333333,3851.866666666667,259.48333333333335,0.55,0.7833333333333333,0.0598952909310543,,,,0.35,0.6191391873668903,0.21666666666666667,0.48333333333333334,0.06490789888074487,0.48304589153964794,0.7416198487095663,0.06853873244310331,,,,,,,,
C,LaMP-3,haiku,claude-haiku-4-5-20251001,4,cot,bm25,60,60,60,0,0.0,mae,0.18333333333333332,0.8166666666666667,,4.0,3807.75,4438.716666666666,334.8,0.7166666666666667,0.9166666666666666,0.05001705839854238,,,,0.18333333333333332,0.4281744192888376,0.08333333333333333,0.2833333333333333,0.05001705839854238,0.28867513459481287,0.5322906474223771,0.059862326882576165,,,,,,,,
C,LaMP-5,haiku,claude-haiku-4-5-20251001,0,cot,bm25,99,99,99,0,0.0,rouge_1,0.4568187607922816,,,0.0,1624.3131313131314,3819.8585858585857,316.1212121212121,,,,,,,,,,,,,,,0.4568187607922816,0.4074411430614563,0.4117653537780188,0.5022891451075767,0.022751396820768932,0.36397047488404277,0.45034450320375036,0.022327100480376515
C,LaMP-5,haiku,claude-haiku-4-5-20251001,4,cot,bm25,99,99,99,0,0.0,rouge_1,0.39455815421752366,,,4.0,5727.343434343435,4660.969696969697,365.0,,,,,,,,,,,,,,,0.39455815421752366,0.35404151664593375,0.345699969039542,0.4462173634669721,0.02557114261586771,0.3047997195884494,0.4071699186912747,0.02581042875740709
C,LaMP-5,haiku,claude-haiku-4-5-20251001,32,cot,bm25,99,99,98,1,0.010101010101010102,rouge_1,0.2528688575511562,,,32.0,34464.28282828283,10455.262626262625,391.42424242424244,,,,,,,,,,,,,,,0.2528688575511562,0.21820151153829576,0.20769384482814673,0.2977084797328088,0.0230256656212962,0.1797005614523526,0.2572105526945648,0.020284284827497896
